SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE,CNT
2019,9,18,수,ARP1,ARP9,J,J1334,D,8:40,,,19
2019,9,18,수,ARP1,ARP5,J,J1609,A,16:30,,,25
2019,9,18,수,ARP5,ARP1,J,J1609,D,15:30,,,3
2019,9,18,수,ARP8,ARP1,A,A1703,A,10:30,,,7
2019,9,18,수,ARP1,ARP8,A,A1703,D,9:35,,,19
2019,9,18,수,ARP5,ARP1,J,J1610,A,18:10,,,1
2019,9,18,수,ARP1,ARP5,J,J1610,D,17:10,,,21
2019,9,18,수,ARP1,ARP8,A,A1704,A,11:55,,,23
2019,9,18,수,ARP8,ARP1,A,A1704,D,11:00,,,5
2019,9,18,수,ARP8,ARP1,A,A1707,A,16:50,,,5
2019,9,18,수,ARP1,ARP8,A,A1707,D,16:00,,,29
2019,9,18,수,ARP1,ARP5,J,J1611,A,19:50,,,27
2019,9,18,수,ARP5,ARP1,J,J1611,D,18:50,,,2
2019,9,18,수,ARP1,ARP8,A,A1708,A,18:10,,,23
2019,9,18,수,ARP8,ARP1,A,A1708,D,17:20,,,4
2019,9,18,수,ARP9,ARP1,J,J1336,A,18:10,,,3
2019,9,18,수,ARP1,ARP9,J,J1336,D,17:10,,,21
2019,9,18,수,ARP5,ARP1,J,J1612,A,21:05,,,1
2019,9,18,수,ARP1,ARP5,J,J1612,D,20:05,,,22
2019,9,18,수,ARP1,ARP9,J,J1337,A,19:50,,,27
2019,9,18,수,ARP9,ARP1,J,J1337,D,18:50,,,3
2019,9,18,수,ARP12,ARP1,J,J1634,A,7:50,,,1
2019,9,18,수,ARP1,ARP12,J,J1634,D,6:50,,,13
2019,9,18,수,ARP9,ARP1,A,A1733,A,13:30,,,1
2019,9,18,수,ARP1,ARP9,A,A1733,D,12:35,,,18
2019,9,18,수,ARP4,ARP1,B,B1851,A,8:00,,,2
2019,9,18,수,ARP1,ARP4,B,B1851,D,7:00,,,18
2019,9,18,수,ARP1,ARP12,J,J1635,A,9:25,,,17
2019,9,18,수,ARP12,ARP1,J,J1635,D,8:25,,,2
2019,9,18,수,ARP1,ARP9,A,A1734,A,15:00,,,30
2019,9,18,수,ARP9,ARP1,A,A1734,D,14:05,,,2
2019,9,18,수,ARP5,ARP1,B,B1891,A,8:10,,,1
2019,9,18,수,ARP1,ARP5,B,B1891,D,7:10,,,18
2019,9,18,수,ARP9,ARP1,A,A1735,A,17:15,,,1
2019,9,18,수,ARP1,ARP9,A,A1735,D,16:20,,,27
2019,9,18,수,ARP1,ARP5,B,B1892,A,13:35,,,25
2019,9,18,수,ARP12,ARP1,J,J1636,A,19:30,,,1
2019,9,18,수,ARP1,ARP12,J,J1636,D,18:30,,,29
2019,9,18,수,ARP1,ARP9,A,A1736,A,18:45,,,29
2019,9,18,수,ARP9,ARP1,A,A1736,D,17:50,,,2
2019,9,18,수,ARP5,ARP1,B,B1892,D,12:35,,,3
2019,9,18,수,ARP11,ARP1,J,J1538,A,16:45,,,1
2019,9,18,수,ARP1,ARP11,J,J1538,D,15:50,,,26
2019,9,18,수,ARP1,ARP12,J,J1637,A,21:05,,,19
2019,9,18,수,ARP12,ARP1,J,J1637,D,20:05,,,2
2019,9,18,수,ARP5,ARP1,B,B1893,A,15:15,,,2
2019,9,18,수,ARP1,ARP5,B,B1893,D,14:15,,,25
2019,9,18,수,ARP1,ARP11,J,J1539,A,18:20,,,25
2019,9,18,수,ARP11,ARP1,J,J1539,D,17:25,,,2
2019,9,18,수,ARP1,ARP5,B,B1894,A,21:00,,,18
2019,9,18,수,ARP5,ARP1,B,B1894,D,20:00,,,1
2019,9,18,수,ARP1,ARP5,J,J1605,A,9:50,,,24
2019,9,18,수,ARP5,ARP1,J,J1605,D,8:50,,,3
2019,9,18,수,ARP5,ARP1,J,J1606,A,11:30,,,1
2019,9,18,수,ARP1,ARP5,J,J1606,D,10:30,,,25
2019,9,18,수,ARP2,ARP15,A,A1533,A,7:30,,,8
2019,9,18,수,ARP15,ARP2,A,A1533,D,6:30,,,1
2019,9,18,수,ARP1,ARP2,B,B1800,A,7:55,,,18
2019,9,18,수,ARP2,ARP1,B,B1800,D,7:00,,,5
2019,9,18,수,ARP1,ARP2,B,B1816,A,15:55,,,30
2019,9,18,수,ARP2,ARP1,B,B1816,D,15:00,,,11
2019,9,18,수,ARP1,ARP2,J,J1127,A,20:40,,,17
2019,9,18,수,ARP2,ARP1,J,J1127,D,19:40,,,12
2019,9,18,수,ARP15,ARP2,J,J1411,A,17:40,,,3
2019,9,18,수,ARP2,ARP15,J,J1411,D,16:30,,,9
2019,9,18,수,ARP2,ARP1,B,B1829,A,21:35,,,9
2019,9,18,수,ARP1,ARP2,B,B1829,D,20:30,,,18
2019,9,18,수,ARP2,ARP1,J,J1108,A,10:05,,,10
2019,9,18,수,ARP1,ARP2,J,J1108,D,9:00,,,18
2019,9,18,수,ARP2,ARP1,J,J1114,A,13:05,,,8
2019,9,18,수,ARP1,ARP2,J,J1114,D,12:00,,,21
2019,9,18,수,ARP2,ARP1,J,J1128,A,20:05,,,12
2019,9,18,수,ARP1,ARP2,J,J1128,D,19:00,,,34
2019,9,18,수,ARP1,ARP2,B,B1802,A,8:55,,,17
2019,9,18,수,ARP2,ARP1,B,B1802,D,8:00,,,11
2019,9,18,수,ARP2,ARP1,B,B1817,A,15:25,,,10
2019,9,18,수,ARP1,ARP2,B,B1817,D,14:30,,,23
2019,9,18,수,ARP1,ARP2,J,J1115,A,14:40,,,28
2019,9,18,수,ARP2,ARP1,J,J1115,D,13:40,,,10
2019,9,18,수,ARP2,ARP1,J,J1116,A,14:05,,,11
2019,9,18,수,ARP1,ARP2,J,J1116,D,13:00,,,20
2019,9,18,수,ARP15,ARP2,A,A1534,A,17:05,,,1
2019,9,18,수,ARP2,ARP15,A,A1534,D,16:00,,,10
2019,9,18,수,ARP2,ARP1,B,B1803,A,8:25,,,7
2019,9,18,수,ARP1,ARP2,B,B1803,D,7:30,,,15
2019,9,18,수,ARP1,ARP2,B,B1818,A,16:55,,,24
2019,9,18,수,ARP2,ARP1,B,B1818,D,16:00,,,10
2019,9,18,수,ARP1,ARP2,B,B1804,A,9:55,,,26
2019,9,18,수,ARP2,ARP1,B,B1804,D,9:00,,,5
2019,9,18,수,ARP2,ARP1,B,B1819,A,16:25,,,8
2019,9,18,수,ARP1,ARP2,B,B1819,D,15:30,,,30
2019,9,18,수,ARP1,ARP2,J,J1117,A,15:40,,,29
2019,9,18,수,ARP2,ARP1,J,J1117,D,14:40,,,11
2019,9,18,수,ARP2,ARP1,B,B1805,A,9:25,,,6
2019,9,18,수,ARP1,ARP2,B,B1805,D,8:30,,,19
2019,9,18,수,ARP1,ARP2,B,B1820,A,17:55,,,19
2019,9,18,수,ARP2,ARP1,B,B1820,D,17:00,,,9
2019,9,18,수,ARP2,ARP1,J,J1118,A,15:05,,,10
2019,9,18,수,ARP1,ARP2,J,J1118,D,14:00,,,27
2019,9,18,수,ARP1,ARP2,J,J1129,A,21:40,,,19
2019,9,18,수,ARP2,ARP1,J,J1129,D,20:40,,,10
2019,9,18,수,ARP1,ARP2,B,B1806,A,10:55,,,21
2019,9,18,수,ARP2,ARP1,B,B1806,D,10:00,,,10
2019,9,18,수,ARP1,ARP2,J,J1119,A,16:40,,,25
2019,9,18,수,ARP2,ARP1,J,J1119,D,15:40,,,9
2019,9,18,수,ARP2,ARP1,J,J1130,A,21:05,,,12
2019,9,18,수,ARP1,ARP2,J,J1130,D,20:00,,,24
2019,9,18,수,ARP2,ARP1,B,B1821,A,17:25,,,9
2019,9,18,수,ARP1,ARP2,B,B1821,D,16:30,,,25
2019,9,18,수,ARP2,ARP15,J,J1404,A,9:30,,,7
2019,9,18,수,ARP15,ARP2,J,J1404,D,8:25,,,4
2019,9,18,수,ARP2,ARP1,B,B1807,A,10:25,,,12
2019,9,18,수,ARP1,ARP2,B,B1807,D,9:30,,,20
2019,9,18,수,ARP1,ARP2,B,B1822,A,18:55,,,32
2019,9,18,수,ARP2,ARP1,B,B1822,D,18:00,,,11
2019,9,18,수,ARP2,ARP1,J,J1120,A,16:05,,,8
2019,9,18,수,ARP1,ARP2,J,J1120,D,15:00,,,30
2019,9,18,수,ARP1,ARP2,B,B1808,A,11:55,,,23
2019,9,18,수,ARP2,ARP1,B,B1808,D,11:00,,,10
2019,9,18,수,ARP2,ARP1,B,B1823,A,18:25,,,11
2019,9,18,수,ARP1,ARP2,B,B1823,D,17:30,,,20
2019,9,18,수,ARP1,ARP2,J,J1121,A,17:40,,,20
2019,9,18,수,ARP2,ARP1,J,J1121,D,16:40,,,9
2019,9,18,수,ARP15,ARP2,J,J1405,A,8:10,,,2
2019,9,18,수,ARP2,ARP15,J,J1405,D,7:05,,,7
2019,9,18,수,ARP2,ARP1,B,B1809,A,11:25,,,7
2019,9,18,수,ARP1,ARP2,B,B1809,D,10:30,,,25
2019,9,18,수,ARP1,ARP2,B,B1824,A,19:55,,,25
2019,9,18,수,ARP2,ARP1,B,B1824,D,19:00,,,9
2019,9,18,수,ARP1,ARP2,J,J1109,A,11:40,,,21
2019,9,18,수,ARP2,ARP1,J,J1122,A,17:05,,,9
2019,9,18,수,ARP1,ARP2,J,J1122,D,16:00,,,29
2019,9,18,수,ARP2,ARP1,B,B1811,A,12:25,,,10
2019,9,18,수,ARP1,ARP2,B,B1811,D,11:30,,,22
2019,9,18,수,ARP1,ARP2,J,J1103,A,8:00,,,20
2019,9,18,수,ARP2,ARP1,J,J1103,D,7:00,,,5
2019,9,18,수,ARP2,ARP1,J,J1104,A,8:05,,,8
2019,9,18,수,ARP1,ARP2,J,J1104,D,7:00,,,18
2019,9,18,수,ARP2,ARP1,J,J1109,D,10:40,,,10
2019,9,18,수,ARP2,ARP1,J,J1110,A,11:05,,,10
2019,9,18,수,ARP1,ARP2,J,J1110,D,10:00,,,27
2019,9,18,수,ARP15,ARP2,J,J1407,A,11:55,,,1
2019,9,18,수,ARP2,ARP15,J,J1407,D,10:50,,,9
2019,9,18,수,ARP2,ARP1,B,B1825,A,19:25,,,10
2019,9,18,수,ARP1,ARP2,B,B1825,D,18:30,,,29
2019,9,18,수,ARP1,ARP2,J,J1105,A,9:40,,,21
2019,9,18,수,ARP1,ARP2,J,J1123,A,18:40,,,26
2019,9,18,수,ARP2,ARP1,J,J1123,D,17:40,,,9
2019,9,18,수,ARP2,ARP15,J,J1408,A,18:20,,,9
2019,9,18,수,ARP15,ARP2,J,J1408,D,17:15,,,2
2019,9,18,수,ARP1,ARP2,B,B1812,A,13:55,,,25
2019,9,18,수,ARP2,ARP1,B,B1812,D,13:00,,,8
2019,9,18,수,ARP1,ARP2,B,B1826,A,20:55,,,14
2019,9,18,수,ARP2,ARP1,B,B1826,D,20:00,,,13
2019,9,18,수,ARP1,ARP2,H,H1207,A,20:25,,,18
2019,9,18,수,ARP2,ARP1,H,H1207,D,19:30,,,11
2019,9,18,수,ARP2,ARP1,J,J1105,D,8:40,,,4
2019,9,18,수,ARP1,ARP2,J,J1111,A,12:40,,,19
2019,9,18,수,ARP2,ARP1,J,J1111,D,11:40,,,8
2019,9,18,수,ARP2,ARP1,J,J1124,A,18:05,,,11
2019,9,18,수,ARP1,ARP2,J,J1124,D,17:00,,,22
2019,9,18,수,ARP2,ARP15,A,A1531,A,20:20,,,11
2019,9,18,수,ARP15,ARP2,A,A1531,D,19:20,,,1
2019,9,18,수,ARP2,ARP1,B,B1813,A,13:25,,,7
2019,9,18,수,ARP1,ARP2,B,B1813,D,12:30,,,19
2019,9,18,수,ARP2,ARP1,B,B1827,A,20:25,,,12
2019,9,18,수,ARP1,ARP2,B,B1827,D,19:30,,,28
2019,9,18,수,ARP2,ARP1,H,H1208,A,21:05,,,12
2019,9,18,수,ARP1,ARP2,H,H1208,D,19:50,,,27
2019,9,18,수,ARP2,ARP1,J,J1106,A,9:05,,,5
2019,9,18,수,ARP1,ARP2,J,J1106,D,8:00,,,20
2019,9,18,수,ARP2,ARP1,J,J1112,A,12:05,,,10
2019,9,18,수,ARP1,ARP2,J,J1112,D,11:00,,,21
2019,9,18,수,ARP1,ARP2,J,J1125,A,19:40,,,27
2019,9,18,수,ARP2,ARP1,J,J1125,D,18:40,,,10
2019,9,18,수,ARP15,ARP2,J,J1409,A,14:35,,,1
2019,9,18,수,ARP2,ARP15,J,J1409,D,13:30,,,7
2019,9,18,수,ARP2,ARP15,J,J1410,A,20:40,,,10
2019,9,18,수,ARP15,ARP2,A,A1532,A,8:00,,,1
2019,9,18,수,ARP2,ARP15,A,A1532,D,7:00,,,5
2019,9,18,수,ARP1,ARP2,B,B1814,A,14:55,,,28
2019,9,18,수,ARP2,ARP1,B,B1814,D,14:00,,,12
2019,9,18,수,ARP1,ARP2,B,B1828,A,21:55,,,17
2019,9,18,수,ARP2,ARP1,B,B1828,D,21:00,,,9
2019,9,18,수,ARP1,ARP2,J,J1107,A,10:40,,,23
2019,9,18,수,ARP2,ARP1,J,J1107,D,9:40,,,9
2019,9,18,수,ARP1,ARP2,J,J1113,A,13:40,,,25
2019,9,18,수,ARP2,ARP1,J,J1113,D,12:40,,,9
2019,9,18,수,ARP2,ARP1,J,J1126,A,19:05,,,9
2019,9,18,수,ARP1,ARP2,J,J1126,D,18:00,,,18
2019,9,18,수,ARP15,ARP2,J,J1410,D,19:35,,,3
2019,9,18,수,ARP3,ARP6,A,A1235,A,18:20,,,31
2019,9,18,수,ARP6,ARP3,A,A1235,D,17:10,,,5
2019,9,18,수,ARP1,ARP3,A,A1914,A,10:30,,,25
2019,9,18,수,ARP3,ARP1,A,A1914,D,9:20,,,33
2019,9,18,수,ARP3,ARP1,A,A1963,A,16:15,,,24
2019,9,18,수,ARP1,ARP3,A,A1963,D,15:05,,,28
2019,9,18,수,ARP3,ARP2,B,B1111,A,14:20,,,29
2019,9,18,수,ARP3,ARP1,F,F1213,A,13:00,,,32
2019,9,18,수,ARP1,ARP3,F,F1213,D,11:50,,,21
2019,9,18,수,ARP1,ARP3,F,F1226,A,19:35,,,27
2019,9,18,수,ARP3,ARP1,F,F1226,D,18:25,,,31
2019,9,18,수,ARP3,ARP6,F,F1701,A,8:50,,,41
2019,9,18,수,ARP6,ARP3,F,F1701,D,7:50,,,3
2019,9,18,수,ARP3,ARP1,H,H1107,A,10:10,,,35
2019,9,18,수,ARP1,ARP3,H,H1107,D,9:00,,,18
2019,9,18,수,ARP1,ARP3,H,H1124,A,19:00,,,34
2019,9,18,수,ARP3,ARP1,H,H1124,D,17:50,,,38
2019,9,18,수,ARP1,ARP3,H,H1146,A,19:50,,,27
2019,9,18,수,ARP3,ARP1,H,H1146,D,18:40,,,32
2019,9,18,수,ARP3,ARP2,H,H1509,A,13:20,,,29
2019,9,18,수,ARP2,ARP3,H,H1509,D,12:20,,,9
2019,9,18,수,ARP3,ARP4,H,H1705,A,17:15,,,37
2019,9,18,수,ARP4,ARP3,H,H1705,D,16:05,,,3
2019,9,18,수,ARP1,ARP3,I,I1318,A,14:20,,,25
2019,9,18,수,ARP3,ARP1,I,I1318,D,13:05,,,33
2019,9,18,수,ARP1,ARP3,I,I1336,A,22:15,,,16
2019,9,18,수,ARP3,ARP1,I,I1336,D,21:05,,,36
2019,9,18,수,ARP3,ARP2,I,I1563,A,13:05,,,33
2019,9,18,수,ARP2,ARP3,I,I1563,D,12:05,,,10
2019,9,18,수,ARP3,ARP8,I,I1593,A,12:05,,,33
2019,9,18,수,ARP8,ARP3,I,I1593,D,11:15,,,5
2019,9,18,수,ARP2,ARP3,J,J1019,A,21:45,,,8
2019,9,18,수,ARP3,ARP2,J,J1019,D,20:45,,,37
2019,9,18,수,ARP3,ARP1,J,J1232,A,14:20,,,29
2019,9,18,수,ARP1,ARP3,J,J1232,D,13:10,,,21
2019,9,18,수,ARP3,ARP1,J,J1250,A,17:50,,,38
2019,9,18,수,ARP1,ARP3,J,J1250,D,16:40,,,25
2019,9,18,수,ARP3,ARP1,A,A1915,A,9:05,,,32
2019,9,18,수,ARP1,ARP3,A,A1915,D,7:55,,,18
2019,9,18,수,ARP3,ARP1,A,A1941,A,12:25,,,27
2019,9,18,수,ARP1,ARP3,A,A1941,D,11:15,,,21
2019,9,18,수,ARP1,ARP3,A,A1964,A,18:05,,,17
2019,9,18,수,ARP3,ARP1,A,A1964,D,16:55,,,34
2019,9,18,수,ARP3,ARP1,A,A1991,A,20:35,,,37
2019,9,18,수,ARP1,ARP3,A,A1991,D,19:20,,,29
2019,9,18,수,ARP2,ARP3,B,B1111,D,13:20,,,7
2019,9,18,수,ARP2,ARP3,B,B1182,A,14:25,,,10
2019,9,18,수,ARP3,ARP2,B,B1182,D,13:25,,,31
2019,9,18,수,ARP3,ARP5,B,B1307,A,17:10,,,37
2019,9,18,수,ARP5,ARP3,B,B1307,D,16:00,,,3
2019,9,18,수,ARP3,ARP1,F,F1227,A,19:20,,,26
2019,9,18,수,ARP1,ARP3,F,F1227,D,18:10,,,23
2019,9,18,수,ARP6,ARP3,F,F1702,A,9:00,,,2
2019,9,18,수,ARP3,ARP6,F,F1702,D,8:00,,,29
2019,9,18,수,ARP1,ARP3,H,H1108,A,12:00,,,21
2019,9,18,수,ARP3,ARP1,H,H1108,D,10:50,,,29
2019,9,18,수,ARP3,ARP1,I,I1319,A,14:50,,,31
2019,9,18,수,ARP1,ARP3,I,I1319,D,13:35,,,25
2019,9,18,수,ARP1,ARP3,I,I1338,A,22:20,,,19
2019,9,18,수,ARP3,ARP1,I,I1338,D,21:10,,,38
2019,9,18,수,ARP2,ARP3,I,I1564,A,13:40,,,10
2019,9,18,수,ARP3,ARP2,I,I1564,D,12:40,,,30
2019,9,18,수,ARP8,ARP3,I,I1594,A,19:55,,,3
2019,9,18,수,ARP3,ARP8,I,I1594,D,19:05,,,30
2019,9,18,수,ARP3,ARP2,J,J1020,A,20:10,,,29
2019,9,18,수,ARP2,ARP3,J,J1020,D,19:10,,,9
2019,9,18,수,ARP3,ARP1,J,J1216,A,11:15,,,29
2019,9,18,수,ARP1,ARP3,J,J1216,D,10:05,,,25
2019,9,18,수,ARP1,ARP3,J,J1233,A,15:40,,,29
2019,9,18,수,ARP3,ARP1,J,J1233,D,14:30,,,33
2019,9,18,수,ARP1,ARP3,J,J1251,A,19:15,,,29
2019,9,18,수,ARP3,ARP1,J,J1251,D,18:05,,,36
2019,9,18,수,ARP3,ARP1,J,J1268,A,22:10,,,15
2019,9,18,수,ARP1,ARP3,J,J1268,D,21:00,,,18
2019,9,18,수,ARP6,ARP3,A,A1236,A,21:45,,,1
2019,9,18,수,ARP3,ARP6,A,A1236,D,20:35,,,37
2019,9,18,수,ARP1,ARP3,A,A1916,A,11:00,,,21
2019,9,18,수,ARP3,ARP1,A,A1943,A,13:05,,,33
2019,9,18,수,ARP1,ARP3,A,A1943,D,11:50,,,21
2019,9,18,수,ARP1,ARP3,A,A1992,A,21:30,,,18
2019,9,18,수,ARP3,ARP1,A,A1992,D,20:20,,,34
2019,9,18,수,ARP1,ARP3,B,B1026,A,10:45,,,22
2019,9,18,수,ARP3,ARP1,B,B1026,D,9:40,,,31
2019,9,18,수,ARP2,ARP3,B,B1112,A,17:30,,,10
2019,9,18,수,ARP3,ARP2,B,B1112,D,16:30,,,33
2019,9,18,수,ARP3,ARP1,F,F1201,A,7:20,,,10
2019,9,18,수,ARP1,ARP3,F,F1201,D,6:10,,,4
2019,9,18,수,ARP1,ARP3,F,F1214,A,14:05,,,27
2019,9,18,수,ARP3,ARP1,F,F1214,D,13:00,,,32
2019,9,18,수,ARP1,ARP3,F,F1228,A,20:55,,,14
2019,9,18,수,ARP3,ARP1,F,F1228,D,19:45,,,25
2019,9,18,수,ARP3,ARP6,F,F1703,A,18:05,,,36
2019,9,18,수,ARP6,ARP3,F,F1703,D,17:05,,,4
2019,9,18,수,ARP1,ARP3,H,H1112,A,12:50,,,22
2019,9,18,수,ARP3,ARP1,H,H1112,D,11:40,,,29
2019,9,18,수,ARP3,ARP1,H,H1125,A,17:15,,,37
2019,9,18,수,ARP1,ARP3,H,H1125,D,16:05,,,25
2019,9,18,수,ARP3,ARP1,H,H1147,A,21:45,,,29
2019,9,18,수,ARP1,ARP3,H,H1147,D,20:35,,,18
2019,9,18,수,ARP2,ARP3,H,H1510,A,16:30,,,9
2019,9,18,수,ARP3,ARP2,H,H1510,D,15:30,,,33
2019,9,18,수,ARP4,ARP3,H,H1706,A,18:40,,,5
2019,9,18,수,ARP3,ARP4,H,H1706,D,17:35,,,34
2019,9,18,수,ARP1,ARP3,I,I1320,A,15:00,,,30
2019,9,18,수,ARP3,ARP1,I,I1320,D,13:45,,,33
2019,9,18,수,ARP3,ARP1,I,I1339,A,20:50,,,40
2019,9,18,수,ARP1,ARP3,I,I1339,D,19:35,,,27
2019,9,18,수,ARP3,ARP8,I,I1595,A,21:30,,,35
2019,9,18,수,ARP2,ARP3,J,J1021,A,22:05,,,8
2019,9,18,수,ARP3,ARP2,J,J1021,D,21:05,,,36
2019,9,18,수,ARP3,ARP1,J,J1218,A,11:50,,,31
2019,9,18,수,ARP1,ARP3,J,J1218,D,10:40,,,23
2019,9,18,수,ARP3,ARP1,J,J1234,A,14:30,,,33
2019,9,18,수,ARP1,ARP3,J,J1234,D,13:20,,,25
2019,9,18,수,ARP3,ARP1,A,A1916,D,9:50,,,30
2019,9,18,수,ARP3,ARP1,A,A1967,A,16:55,,,34
2019,9,18,수,ARP1,ARP3,A,A1967,D,15:45,,,26
2019,9,18,수,ARP3,ARP1,A,A1993,A,22:00,,,19
2019,9,18,수,ARP1,ARP3,A,A1993,D,20:50,,,16
2019,9,18,수,ARP3,ARP1,B,B1027,A,8:55,,,40
2019,9,18,수,ARP1,ARP3,B,B1027,D,7:45,,,16
2019,9,18,수,ARP1,ARP3,B,B1028,A,14:20,,,25
2019,9,18,수,ARP3,ARP2,B,B1113,A,15:55,,,30
2019,9,18,수,ARP2,ARP3,B,B1113,D,15:00,,,11
2019,9,18,수,ARP1,ARP3,F,F1202,A,9:15,,,16
2019,9,18,수,ARP3,ARP1,F,F1202,D,8:10,,,34
2019,9,18,수,ARP3,ARP1,F,F1215,A,14:05,,,30
2019,9,18,수,ARP1,ARP3,F,F1215,D,12:55,,,20
2019,9,18,수,ARP3,ARP1,H,H1113,A,12:30,,,29
2019,9,18,수,ARP1,ARP3,H,H1113,D,11:35,,,20
2019,9,18,수,ARP1,ARP3,H,H1126,A,21:10,,,19
2019,9,18,수,ARP3,ARP1,H,H1126,D,20:00,,,31
2019,9,18,수,ARP3,ARP2,H,H1511,A,15:35,,,30
2019,9,18,수,ARP2,ARP3,H,H1511,D,14:30,,,11
2019,9,18,수,ARP3,ARP6,H,H1801,A,12:20,,,28
2019,9,18,수,ARP6,ARP3,H,H1801,D,11:15,,,6
2019,9,18,수,ARP1,ARP3,I,I1340,A,22:00,,,19
2019,9,18,수,ARP3,ARP1,I,I1340,D,20:45,,,37
2019,9,18,수,ARP3,ARP2,I,I1565,A,14:35,,,32
2019,9,18,수,ARP2,ARP3,I,I1565,D,13:35,,,8
2019,9,18,수,ARP8,ARP3,I,I1595,D,20:40,,,2
2019,9,18,수,ARP1,ARP3,J,J1219,A,12:20,,,20
2019,9,18,수,ARP3,ARP1,J,J1219,D,11:10,,,31
2019,9,18,수,ARP1,ARP3,J,J1255,A,19:25,,,29
2019,9,18,수,ARP3,ARP1,J,J1255,D,18:15,,,33
2019,9,18,수,ARP1,ARP3,A,A1920,A,11:30,,,22
2019,9,18,수,ARP3,ARP1,A,A1920,D,10:20,,,32
2019,9,18,수,ARP1,ARP3,A,A1944,A,15:20,,,31
2019,9,18,수,ARP3,ARP1,A,A1944,D,14:10,,,28
2019,9,18,수,ARP1,ARP3,A,A1970,A,18:10,,,23
2019,9,18,수,ARP3,ARP1,A,A1970,D,17:00,,,34
2019,9,18,수,ARP1,ARP3,A,A1994,A,22:00,,,19
2019,9,18,수,ARP3,ARP1,A,A1994,D,20:50,,,40
2019,9,18,수,ARP3,ARP1,B,B1028,D,13:10,,,30
2019,9,18,수,ARP3,ARP1,F,F1203,A,7:25,,,12
2019,9,18,수,ARP1,ARP3,F,F1203,D,6:15,,,6
2019,9,18,수,ARP1,ARP3,F,F1216,A,14:40,,,28
2019,9,18,수,ARP3,ARP1,F,F1216,D,13:30,,,34
2019,9,18,수,ARP3,ARP1,F,F1229,A,19:45,,,25
2019,9,18,수,ARP1,ARP3,F,F1229,D,18:35,,,27
2019,9,18,수,ARP6,ARP3,F,F1704,A,19:45,,,4
2019,9,18,수,ARP3,ARP6,F,F1704,D,18:45,,,32
2019,9,18,수,ARP1,ARP3,H,H1114,A,13:15,,,24
2019,9,18,수,ARP3,ARP1,H,H1114,D,12:05,,,33
2019,9,18,수,ARP3,ARP1,H,H1127,A,19:25,,,27
2019,9,18,수,ARP1,ARP3,H,H1127,D,18:15,,,23
2019,9,18,수,ARP3,ARP2,H,H1513,A,16:30,,,33
2019,9,18,수,ARP2,ARP3,H,H1513,D,15:30,,,10
2019,9,18,수,ARP6,ARP3,H,H1802,A,10:45,,,4
2019,9,18,수,ARP3,ARP6,H,H1802,D,9:35,,,33
2019,9,18,수,ARP3,ARP1,I,I1321,A,15:55,,,30
2019,9,18,수,ARP1,ARP3,I,I1321,D,14:40,,,28
2019,9,18,수,ARP3,ARP6,I,I1551,A,8:35,,,38
2019,9,18,수,ARP6,ARP3,I,I1551,D,7:25,,,2
2019,9,18,수,ARP2,ARP3,I,I1566,A,18:25,,,11
2019,9,18,수,ARP3,ARP2,I,I1566,D,17:25,,,40
2019,9,18,수,ARP3,ARP2,J,J1004,A,8:05,,,32
2019,9,18,수,ARP2,ARP3,J,J1004,D,7:05,,,7
2019,9,18,수,ARP1,ARP3,J,J1203,A,7:50,,,18
2019,9,18,수,ARP3,ARP1,J,J1203,D,6:40,,,3
2019,9,18,수,ARP3,ARP1,J,J1204,A,7:50,,,19
2019,9,18,수,ARP1,ARP3,J,J1204,D,6:40,,,11
2019,9,18,수,ARP1,ARP3,J,J1235,A,16:20,,,27
2019,9,18,수,ARP3,ARP1,J,J1235,D,15:10,,,36
2019,9,18,수,ARP3,ARP1,J,J1258,A,19:30,,,26
2019,9,18,수,ARP1,ARP3,J,J1258,D,18:20,,,25
2019,9,18,수,ARP1,ARP3,A,A1900,A,7:40,,,17
2019,9,18,수,ARP3,ARP1,A,A1900,D,6:30,,,1
2019,9,18,수,ARP3,ARP1,A,A1921,A,9:35,,,33
2019,9,18,수,ARP1,ARP3,A,A1921,D,8:20,,,19
2019,9,18,수,ARP3,ARP1,A,A1947,A,13:35,,,33
2019,9,18,수,ARP1,ARP3,A,A1947,D,12:20,,,20
2019,9,18,수,ARP3,ARP1,B,B1029,A,12:30,,,29
2019,9,18,수,ARP1,ARP3,B,B1029,D,11:25,,,21
2019,9,18,수,ARP3,ARP2,B,B1115,A,15:40,,,29
2019,9,18,수,ARP2,ARP3,B,B1115,D,14:40,,,11
2019,9,18,수,ARP3,ARP1,F,F1217,A,14:25,,,32
2019,9,18,수,ARP1,ARP3,F,F1217,D,13:15,,,24
2019,9,18,수,ARP1,ARP3,F,F1230,A,21:35,,,17
2019,9,18,수,ARP3,ARP1,F,F1230,D,20:25,,,32
2019,9,18,수,ARP3,ARP6,F,F1705,A,21:40,,,28
2019,9,18,수,ARP6,ARP3,F,F1705,D,20:40,,,2
2019,9,18,수,ARP1,ARP3,H,H1128,A,22:00,,,19
2019,9,18,수,ARP3,ARP1,H,H1128,D,20:50,,,40
2019,9,18,수,ARP2,ARP3,H,H1514,A,19:25,,,10
2019,9,18,수,ARP3,ARP2,H,H1514,D,18:30,,,30
2019,9,18,수,ARP3,ARP6,H,H1851,A,11:20,,,30
